Customer_ID,marriage,sex,education,LIMIT_BAL,age,pay_0,pay_2,pay_3,pay_4,pay_5,pay_6,Bill_amt1,Bill_amt2,Bill_amt3,Bill_amt4,Bill_amt5,Bill_amt6,pay_amt1,pay_amt2,pay_amt3,pay_amt4,pay_amt5,pay_amt6,AVG_Bill_amt,PAY_TO_BILL_ratio
523,2,1,1,50000,23,2,2,0,0,2,2,50666.27,46576.37,46225.79,46472.41,45098.91,45115.55,0.0,2120.13,2809.95,999.86,2082.98,1499.92,46692.83,0.03
524,1,1,1,180000,39,0,0,0,0,-2,-2,43507.75,44282.33,23946.28,0.0,0.0,0.15,2000.14,1999.7,0.0,0.0,0.0,0.07,18622.5,0.04
525,2,0,2,50000,34,1,2,0,0,0,2,50940.01,48430.21,23090.57,10202.17,10476.42,10161.11,0.0,2000.16,499.76,1199.94,0.07,499.99,25549.83,0.03
526,1,0,2,110000,55,0,0,0,0,0,0,106669.79,108726.97,107385.95,78267.15,75845.54,75685.24,6000.0,3300.01,3012.0,3008.36,3000.22,3069.12,92097.0,0.04
527,1,1,2,230000,39,0,0,-2,-2,-2,-2,24509.81,0.46,0.0,0.38,0.0,0.14,0.16,0.25,0.14,0.0,0.05,0.02,4085.0,0.0
528,1,1,1,500000,37,-2,-2,-2,-2,-2,-2,16800.66,14782.26,23094.89,49378.6,35313.01,23023.27,14805.01,23110.72,49396.96,35313.04,23855.99,27739.84,27065.67,1.07
529,1,1,1,30000,41,0,0,0,0,0,0,26300.11,27308.52,28425.49,29234.09,21575.39,22029.38,1449.91,1559.54,1349.73,999.71,801.11,1000.22,25811.67,0.05
530,2,0,2,200000,29,0,0,0,0,0,2,7467.88,34399.03,36792.18,49648.09,33496.83,30895.33,30034.9,10007.74,15011.04,5009.81,153.03,14099.78,32116.67,0.39
531,2,1,2,100000,24,2,3,2,0,0,0,84097.43,83160.43,81264.68,83011.93,84932.34,94361.59,1000.11,0.0,3100.34,3299.83,11000.06,0.17,85138.33,0.04
532,2,0,2,30000,29,0,0,0,-1,-1,0,13171.54,7965.81,3100.24,3127.03,7365.79,3245.21,1081.95,999.94,3126.28,7365.02,0.0,828.06,6329.0,0.35
533,1,0,3,100000,56,-1,-1,-1,-1,-1,-2,389.16,389.41,0.0,779.8,0.0,0.09,390.14,0.0,779.83,0.31,0.0,0.0,260.0,0.75
534,2,1,1,50000,23,0,0,0,0,0,0,45345.02,46403.6,38342.19,32214.27,17292.1,7501.36,2010.08,2046.12,1865.84,309.81,299.93,482.97,31183.0,0.04
535,1,1,1,180000,41,0,0,0,0,0,-1,55192.34,48256.91,42128.25,39653.1,42953.97,22542.62,4999.97,5999.91,9999.81,15000.31,23000.34,5445.33,41788.17,0.26
536,2,1,2,210000,54,0,0,0,0,0,0,197324.61,201977.54,205800.64,205591.04,98572.7,90521.19,8000.26,11000.04,5999.8,4098.08,3499.94,3000.15,166630.67,0.04
537,2,0,2,490000,34,-2,-2,-1,0,0,0,0.21,1.67,244032.66,224216.83,212123.42,214714.57,0.0,244032.61,15010.96,9003.2,9019.16,7999.96,149181.17,0.32
538,1,0,1,150000,42,-1,-1,-1,-1,-1,-1,2716.63,0.0,1105.95,1323.05,2097.72,0.0,0.0,1106.04,1322.66,2097.99,0.12,0.0,1207.17,0.63
539,2,0,2,50000,24,0,0,0,0,0,0,50604.15,50116.72,48063.13,43786.11,9225.44,9628.1,2500.08,2504.58,2531.03,530.13,2000.01,999.92,35237.17,0.05
540,2,1,2,430000,29,-2,-2,-2,-2,-2,-2,2548.01,12020.49,2539.56,2250.04,0.0,2579.84,12081.96,2538.9,2249.82,0.01,2579.83,170.93,3656.17,0.89
541,2,0,1,360000,32,-1,-1,-1,-1,0,0,26.08,185.34,1.6,617.08,616.63,0.0,185.36,0.0,617.13,0.0,0.0,0.0,241.0,0.55
542,2,0,2,110000,38,0,0,0,0,-2,-2,106113.67,57227.72,10017.06,0.0,0.2,0.0,1634.86,999.99,0.0,0.0,0.25,0.0,28893.17,0.02
543,2,0,1,460000,29,0,0,0,0,0,0,410034.07,385393.94,325663.25,324067.4,324748.83,327929.78,16087.87,13038.73,11127.24,11016.94,11110.07,11112.9,349639.17,0.04
544,1,1,2,70000,29,0,0,0,0,0,-2,11501.37,11009.22,13996.47,6831.7,0.46,0.0,2000.1,4037.15,2000.04,0.11,0.26,0.0,7223.33,0.19
545,2,1,1,180000,28,1,-1,-1,-1,-1,-1,1.43,651.42,0.0,327.49,2005.31,473.84,652.14,0.17,325.84,2005.12,474.39,326.01,576.17,1.09
546,1,0,1,150000,41,-2,-2,-2,-2,-2,-1,6779.55,10633.99,3259.33,0.55,0.47,1080.74,10638.01,3259.71,0.0,0.27,1080.98,0.0,3625.67,0.69
547,2,1,2,300000,47,0,0,0,0,0,0,225542.18,212958.81,195532.75,98158.27,66437.14,68863.73,7055.03,5535.67,5052.11,1794.06,5000.18,1999.75,144582.0,0.03
548,2,1,1,200000,39,-1,-1,0,0,-1,-1,2276.49,16001.95,13206.17,8737.0,6470.84,2722.13,16021.47,1005.3,184.87,6481.66,2730.69,3974.0,8236.33,0.62
549,1,0,2,20000,45,-2,-2,-2,-2,-2,-2,1649.95,0.63,390.83,390.09,780.29,0.04,0.13,390.15,390.16,779.94,0.0,0.14,535.17,0.49
550,1,1,2,30000,33,-1,-1,-1,-1,-1,-1,389.73,389.89,390.2,390.41,389.59,0.45,389.97,390.12,390.15,389.86,0.05,780.19,325.0,1.2
551,2,1,2,80000,29,0,0,0,2,2,0,59520.4,60492.01,62160.57,64712.54,62420.38,62990.74,2753.27,3438.16,4400.09,0.0,2400.12,9973.9,62049.33,0.06
552,2,1,2,310000,27,0,0,0,0,0,0,122127.3,110387.7,119364.44,113435.58,140987.98,145161.38,10000.21,10123.8,19999.83,30124.71,30136.98,20171.14,125244.0,0.16
553,2,1,2,50000,24,2,0,0,0,0,0,48690.26,48384.3,49450.54,49705.58,9473.01,9671.04,2077.8,2144.23,1399.91,339.26,351.97,500.01,35895.5,0.03
554,1,1,1,280000,47,-1,2,2,-1,0,0,2001.41,1311.86,0.2,429.11,430.34,0.0,0.0,0.05,430.07,0.0,550.09,1303.96,603.83,0.63
555,2,1,2,40000,23,2,2,2,0,0,0,8160.83,9197.36,9893.23,11420.49,12724.39,14359.71,1326.88,999.82,2000.1,1499.93,1999.98,0.0,10959.17,0.12
556,2,1,1,60000,46,0,0,0,0,0,2,30071.72,18385.33,20732.05,21196.55,23174.78,22723.29,2999.89,3000.07,1000.07,2999.92,0.0,3499.9,22714.17,0.1
557,1,0,3,330000,57,-2,-2,-2,-2,-2,-2,3524.2,261.38,248.38,783.19,219.89,255.81,299.81,249.96,799.88,299.72,299.98,200.13,882.33,0.41
558,2,1,1,330000,35,-1,-1,-1,-1,-1,0,115.69,0.41,23.17,775.67,334.11,302.7,0.07,222.16,975.21,334.1,0.15,9.01,258.83,0.99
559,1,1,3,160000,28,2,2,2,2,0,0,132527.19,135845.87,136731.11,101473.89,100894.94,103107.44,6999.9,4999.64,0.0,3770.23,4000.02,3999.99,118430.17,0.03
560,2,0,2,50000,24,-1,0,0,0,0,0,1398.46,2440.58,3865.08,7475.96,8385.03,8084.15,1070.08,1500.09,3665.92,2477.15,1306.1,999.86,5275.0,0.35
561,2,1,2,230000,23,-1,-1,-1,-1,-1,0,5047.53,1444.58,14019.0,1045.03,12524.24,12219.37,1444.32,14018.98,1045.1,12524.93,243.95,724.78,7716.83,0.65
562,1,1,2,140000,35,0,0,0,0,0,-1,10215.85,14292.18,13035.3,5751.72,2295.87,1397.37,4292.97,1003.86,115.15,46.18,1398.0,6836.89,7831.67,0.29
563,1,0,2,60000,47,0,0,0,0,0,2,29325.14,30332.31,31835.82,33601.3,38127.5,37382.49,1499.91,2000.22,2300.06,5100.14,0.1,2000.26,33433.83,0.06
564,2,0,1,270000,33,-1,-1,0,-1,0,0,287.8,766.15,1277.66,42402.66,33855.27,32349.59,765.14,1003.67,42522.32,1026.19,10000.18,1041.15,18489.33,0.51
565,1,0,3,50000,55,2,0,0,0,0,0,42166.99,43685.55,44121.23,43359.53,40553.97,31308.24,2199.95,1631.95,1113.09,1335.88,3142.24,2126.07,40866.33,0.05
566,2,1,3,120000,53,-1,2,-1,-1,0,-1,1742.42,317.0,315.84,632.23,314.9,316.94,0.0,315.68,632.05,0.0,316.13,816.0,606.5,0.57
567,2,1,2,150000,27,0,0,0,0,0,0,140946.71,121059.07,95250.42,55068.87,44425.85,7582.0,5000.19,3709.07,1101.18,1999.9,151.94,70180.75,77388.83,0.18
568,2,1,2,50000,23,0,0,0,0,0,0,48225.76,48273.42,42670.48,49262.96,18296.06,34822.27,2000.12,2520.16,20000.1,1000.11,999.96,1000.35,40258.5,0.11
569,2,1,1,200000,30,-1,-1,2,2,2,2,182967.37,194924.71,75635.49,94453.73,60875.86,41222.27,15348.81,10.04,32000.26,0.04,2999.97,0.0,108346.0,0.08
570,2,1,1,260000,35,1,-1,-1,-1,-1,-1,0.0,16595.98,1934.22,5365.46,0.0,293.12,16610.76,1934.97,5364.75,0.3,293.59,741.17,4029.17,1.03
571,2,1,1,130000,27,1,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.77,0.0,0.0,0.0,0.08,0.0,0.0,0.03,622.94,0.0,0.0
572,1,0,1,100000,40,2,2,0,0,0,0,27001.63,26272.95,27043.79,28597.68,30131.09,32356.44,0.06,1499.86,1999.97,1999.97,2700.22,1300.08,28567.67,0.06
573,1,0,1,40000,47,2,0,0,0,0,2,38739.38,36839.74,37867.67,36139.88,39114.41,38428.87,2000.09,1942.3,1600.14,3499.81,0.13,2817.84,37855.17,0.05
574,1,1,1,190000,45,1,2,0,0,0,0,75758.52,73987.77,75759.13,76900.6,78760.86,80883.23,0.1,3600.17,2999.93,3099.85,3599.76,3500.02,77008.33,0.04
575,2,1,1,330000,30,-1,-1,-2,-2,-2,-2,5014.17,59969.32,18584.68,13835.94,45476.18,25124.85,60206.61,18584.73,13835.31,45476.01,25124.82,21369.87,28000.83,1.1
576,2,0,3,180000,55,0,0,0,0,0,0,193096.08,186834.9,182287.4,159991.93,145387.21,137631.53,6900.37,7099.71,5659.15,5099.92,4899.96,4399.62,167538.0,0.03
577,1,1,3,80000,44,0,0,0,0,0,0,40820.81,42442.53,42574.34,43385.57,13512.77,13781.71,2281.21,1411.14,1224.0,491.19,492.8,662.03,32752.83,0.03
578,1,0,1,200000,40,-1,-1,-1,-1,-1,-1,6751.47,4501.24,6358.98,2620.06,5900.0,37083.86,5007.09,7096.2,2619.88,6000.17,17702.97,4913.9,10535.83,0.69
579,1,0,1,320000,44,-1,-1,-1,-1,-1,-1,1327.49,4525.49,11905.57,14202.48,6955.44,4838.45,4525.73,11910.93,14424.97,7063.15,4838.94,6270.94,7293.0,1.12
580,2,0,1,50000,46,0,0,0,0,0,0,49384.87,49486.89,50402.42,49147.29,30035.76,29873.38,1999.91,2500.4,2040.06,2000.06,1037.02,2000.13,43055.17,0.04
581,1,1,2,50000,28,0,0,0,0,0,0,15315.22,16326.35,17366.67,18325.37,17365.01,17962.67,1269.05,1308.21,1267.46,605.05,861.97,999.97,17110.17,0.06
582,2,1,2,320000,35,-1,-1,-1,-1,0,0,1303.66,3569.8,312.17,8088.16,10880.32,11600.58,3570.89,311.15,8088.2,4999.83,1599.95,1810.41,5958.83,0.57
583,2,1,2,170000,27,0,0,0,0,0,0,64196.24,66163.09,67857.34,38802.61,40258.68,41541.22,3000.01,3000.27,2308.07,3000.14,2999.83,1799.94,53136.17,0.05
584,1,0,2,130000,50,0,0,2,0,0,2,122079.5,127724.76,129557.61,126906.81,99772.94,98085.63,7699.98,5999.7,5800.01,5800.06,2895.09,400.19,117354.67,0.04
585,2,1,2,200000,40,0,0,0,0,0,0,99729.31,139201.73,155871.85,193664.99,216664.36,18871.23,59201.33,34999.9,54461.54,46665.75,18871.04,0.19,137334.0,0.26
586,1,0,2,240000,37,0,0,0,0,0,0,11278.81,14069.95,15534.14,17733.61,19734.38,8561.78,2999.73,1999.99,2999.96,2000.14,1999.76,0.0,14485.33,0.14
587,2,0,2,10000,23,-1,0,-1,-1,-1,0,4812.41,3071.79,2529.46,390.47,9477.81,8169.54,1195.76,2534.89,389.98,9478.3,0.1,953.01,4741.83,0.51
588,1,0,3,70000,33,0,0,0,0,0,0,70010.8,67411.47,65868.41,55969.42,41297.55,0.62,15000.31,3067.95,2409.89,0.14,0.12,0.01,50092.67,0.07
589,2,1,2,360000,39,-1,2,2,-2,-2,-2,654.92,654.72,0.0,1.21,0.61,0.0,0.16,0.28,0.0,0.0,0.17,0.0,218.33,0.0
590,1,0,2,280000,34,0,0,0,0,0,0,126303.68,128887.77,123909.45,124078.3,124488.9,114109.57,4727.73,4700.22,4210.05,4455.01,4109.07,4000.17,123629.83,0.04
591,1,1,2,130000,26,0,0,0,0,0,0,24579.31,23741.46,11665.45,11806.57,11080.82,11397.1,1187.28,1499.95,615.78,499.79,499.89,485.03,15711.5,0.05
592,1,1,3,130000,49,0,0,0,0,0,0,25339.18,26343.55,27375.85,28415.3,28978.58,29738.72,1427.08,1461.15,1500.21,1036.79,1224.96,1080.12,27698.33,0.05
593,2,0,3,140000,33,-2,-2,-2,-2,-2,-2,499.39,473.38,0.0,3788.26,0.0,9386.72,473.09,0.15,3814.97,0.2,9385.91,721.96,2353.33,1.02
594,1,0,3,150000,43,0,0,0,0,0,0,150797.67,52509.16,50682.47,46601.72,40599.68,37192.21,3008.12,2013.94,1598.79,2014.18,2018.23,1041.0,63063.67,0.03
595,1,1,1,150000,53,-1,-1,2,-1,-1,0,8706.4,2483.48,70.52,90000.19,9068.5,2349.61,2508.41,0.0,90000.23,9068.15,0.17,1985.11,18779.5,0.92
596,1,1,3,10000,45,2,-1,-1,-1,-1,-2,389.16,388.61,0.0,779.93,5017.04,5274.9,389.85,0.29,780.22,5017.82,375.13,0.08,1975.5,0.55
597,1,1,1,310000,35,-1,-1,-1,-1,-1,-1,1815.0,3689.08,20524.73,7986.25,1100.27,9622.1,3688.95,20658.07,7985.81,1100.35,9622.16,0.0,7456.0,0.96
598,1,1,2,50000,28,0,0,0,0,0,0,43206.73,42104.45,40590.21,31609.28,29661.98,24741.09,2100.24,2021.1,1499.91,1009.05,999.64,999.8,35319.0,0.04
599,1,1,2,330000,28,-1,-1,-1,-1,-1,-1,390.6,0.0,779.74,150.05,320.13,780.71,0.32,780.23,150.21,319.94,999.95,0.0,403.33,0.93
600,2,1,2,90000,30,2,0,0,0,0,2,75619.78,75383.15,73979.83,75035.21,77095.07,75708.57,3299.88,3350.25,3300.04,5500.25,1599.75,3949.97,75470.0,0.05
601,1,1,3,90000,39,-1,-1,-1,-1,-1,-1,7328.93,3695.97,4487.9,3168.69,3846.49,5403.65,3784.2,4511.21,3174.31,3852.15,5417.01,4719.96,4655.17,0.91
602,2,1,2,190000,44,0,0,0,0,0,0,137394.47,140896.92,144634.89,148174.08,151852.84,155031.62,5773.96,5987.22,5947.81,6000.07,5480.87,5500.24,146331.0,0.04
603,1,1,2,80000,30,0,0,0,0,0,0,5122.92,7864.46,9700.8,8968.47,8529.42,8737.09,2999.97,2004.81,1013.15,999.8,350.17,500.11,8153.83,0.16
604,1,1,1,350000,50,-1,-1,-1,-1,-1,-1,50376.18,20716.89,10132.42,28857.74,8693.17,9194.46,20716.75,10172.99,28857.75,8693.08,9193.85,17435.72,21328.5,0.74
605,2,0,1,350000,34,0,0,0,0,0,0,259524.24,213821.96,220211.36,225601.62,105585.63,111275.51,8431.96,8999.99,9500.38,10000.03,7000.13,9999.93,189336.67,0.05
606,2,0,1,70000,51,0,0,0,2,0,0,43047.22,43257.1,44115.63,41111.95,39921.66,40149.99,3000.07,4000.16,0.05,1500.01,3000.0,5000.02,41934.0,0.07
607,1,1,3,50000,35,1,-2,-2,-2,-2,-2,0.33,0.0,0.67,0.0,0.67,0.51,0.02,0.34,0.0,0.01,0.0,0.05,0.0,0.0
608,2,1,1,260000,30,2,-1,-1,-1,-1,-1,1195.49,1562.42,1441.44,1442.65,1443.18,1443.19,2000.46,1499.89,1443.01,1443.15,1443.0,3943.24,1421.83,1.38
609,2,0,3,200000,48,0,0,0,0,-1,-1,87035.05,79530.52,67674.2,56519.36,11883.35,14343.27,2915.13,2645.34,2208.02,12503.04,14869.08,0.0,52830.83,0.11
610,2,1,2,270000,38,-2,-2,-2,-2,-2,-2,11422.21,6058.88,4180.33,1833.18,511.22,6636.5,1999.78,999.94,2.39,1.11,6667.87,1025.9,5106.67,0.35
611,1,0,1,350000,60,1,-1,-1,-1,-2,-1,0.06,1149.82,4576.88,0.0,0.04,1206.27,1150.0,4575.57,0.0,0.08,1205.79,0.0,1155.33,1.0
612,2,0,1,40000,27,0,0,0,0,0,0,11057.55,11472.03,11776.46,12661.54,12659.12,12412.65,2000.09,1499.9,2330.28,2299.78,999.94,2078.0,12006.33,0.16
613,2,1,1,60000,25,-2,-1,-1,-1,-1,-1,562.91,2034.87,2174.01,3528.15,10260.81,6377.86,2045.04,2174.74,3528.05,10259.85,6378.1,6868.94,4156.67,1.25
614,1,1,1,250000,40,1,2,0,0,0,0,16503.09,13893.69,14669.55,14264.37,8886.91,6679.58,0.07,1400.14,1089.93,245.73,402.02,200.11,12482.83,0.04
615,2,0,1,40000,29,1,2,2,2,2,2,37680.7,36774.85,39981.72,38979.32,39479.01,39329.85,0.07,3799.93,0.08,1199.86,0.03,0.0,38704.17,0.02
616,1,1,2,210000,32,-1,0,0,0,2,0,164014.69,155235.7,151265.37,149478.09,145041.08,107495.43,9319.87,4894.1,3301.22,2.95,4993.81,116879.77,145421.83,0.16
617,1,1,5,200000,42,0,0,0,0,0,0,149352.06,108153.15,87537.47,67973.93,35003.47,35735.55,3925.04,3683.03,2947.27,1252.97,1297.02,1305.13,80625.5,0.03
618,2,0,1,160000,25,1,-1,2,2,-2,-2,0.0,10138.65,7858.48,0.76,0.0,0.04,10139.05,0.17,0.0,0.0,0.0,0.19,2999.5,0.56
619,2,1,2,80000,28,-2,-2,-2,-2,-2,-2,0.0,0.0,641.42,658.6,2019.31,0.13,0.0,640.92,658.47,2018.89,0.0,0.06,553.0,1.0
620,1,1,3,50000,46,2,2,2,2,0,0,46677.58,48099.78,49059.91,47085.91,9305.1,8962.23,2499.9,2399.96,3.95,503.02,1108.95,702.95,34865.33,0.03
621,2,1,1,140000,35,0,0,0,0,0,0,111939.62,114388.79,116955.17,119334.46,120661.16,123256.7,5799.83,5900.08,5800.16,4800.24,4699.95,5000.1,117756.17,0.05
622,1,1,2,100000,39,-1,-1,-1,-1,0,0,200.16,199.67,200.28,2794.33,94723.11,96637.32,200.12,199.88,2795.43,92484.87,2518.9,2961.22,32459.17,0.52
623,2,1,1,390000,27,1,-2,-1,-1,-1,0,0.0,0.5,6757.06,0.85,3338.32,3339.0,0.0,6756.86,0.1,3338.98,0.21,0.0,2239.17,0.75
624,1,1,2,260000,60,1,-2,-1,-1,-2,-2,0.0,0.0,1999.39,0.28,0.09,0.0,0.0,2020.14,0.39,0.0,0.0,0.05,326.67,1.03
625,1,1,2,360000,27,-2,-2,-2,-2,-2,-2,5144.66,15381.16,0.0,0.64,0.36,0.0,15381.05,0.14,0.28,0.22,0.0,0.05,3421.17,0.75
626,1,1,2,20000,32,0,0,2,0,0,2,15545.81,18184.99,17605.97,18708.18,20093.0,20720.24,2899.86,0.0,1399.8,1699.93,1100.11,599.83,18476.83,0.07
627,1,0,2,330000,45,0,0,0,0,0,0,86916.05,87547.9,89420.92,91116.53,92935.4,91583.09,3135.01,3284.93,3221.23,3247.16,3317.1,3554.9,89919.83,0.04
628,2,1,3,100000,28,2,0,0,0,0,0,99627.7,101079.87,69970.93,60823.47,60968.78,59650.45,3795.87,3041.13,2499.88,2600.18,2171.16,2600.04,75353.33,0.04
629,1,1,2,60000,60,8,7,6,5,4,3,69183.78,68215.51,66616.78,65016.54,63450.19,62148.95,0.05,0.0,0.0,0.0,0.0,0.0,65771.5,0.0
630,2,1,3,20000,37,2,2,2,2,0,0,12442.62,13948.12,14330.19,12495.12,12787.59,13582.88,2000.03,902.11,499.72,500.06,1000.14,699.81,13264.33,0.07
631,2,0,2,210000,35,1,-2,-2,-2,-2,-2,0.99,1.07,0.46,0.64,0.0,0.0,0.0,0.12,0.0,0.22,0.11,0.06,0.0,0.0
632,2,0,1,430000,34,0,0,0,0,0,0,416677.53,424739.2,434835.64,378571.06,228568.22,232668.64,16005.35,18016.4,16004.79,9004.8,9012.97,8010.1,352676.83,0.04
633,2,0,2,100000,41,-1,2,2,2,2,2,1940.95,3254.42,3057.4,4997.64,4770.06,9691.11,1499.68,0.0,1999.73,0.08,5000.21,0.11,4618.33,0.31
634,2,1,1,360000,31,-1,-1,0,0,-1,-1,24499.83,2250.48,7713.21,4501.62,1896.18,5117.3,2251.01,5463.13,2251.1,1896.15,5117.24,7172.11,7663.33,0.53
635,1,1,2,100000,40,1,-2,-2,-2,-2,-2,0.0,0.19,0.51,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0
636,2,1,2,80000,43,0,0,0,0,0,0,77479.17,77057.5,78102.44,58501.0,51042.9,19035.41,3630.67,3177.09,2600.26,3000.04,1690.86,695.02,60202.83,0.04
637,2,1,3,60000,32,0,0,0,0,0,0,62551.29,26928.07,27967.09,28526.46,28274.05,29149.85,1499.89,1499.9,1002.88,1499.9,1500.29,1044.02,33900.0,0.04
638,2,0,3,20000,53,2,2,-2,-2,-1,-1,19369.52,3887.81,3168.22,0.0,9703.78,9871.32,3899.74,3178.72,773.11,9831.93,10084.05,4380.09,7644.83,0.7
639,2,0,1,270000,33,0,0,2,0,0,0,117704.28,123813.09,125283.62,126707.46,134352.24,108584.62,7999.92,4999.72,4999.99,10000.24,4999.91,4999.91,122741.0,0.05
640,2,0,1,200000,27,-1,-1,-1,-1,-1,-1,4890.85,3628.78,4882.36,10954.81,10434.67,1665.17,3630.04,4882.06,11033.99,10435.18,1665.05,3764.85,6076.17,0.97
641,2,1,1,340000,44,-2,-2,-2,-2,-2,-2,2732.6,2183.34,4103.55,12949.3,11371.7,2433.77,2182.9,4141.95,12950.2,11372.14,2433.86,2222.06,5962.33,0.99
642,2,1,2,80000,32,0,0,0,0,0,0,16007.47,19643.6,23213.02,27546.99,31152.15,37672.46,5000.11,4999.93,5999.84,5000.1,8000.02,9999.8,25872.33,0.25
643,2,1,1,50000,23,1,2,0,0,0,0,10392.25,9894.96,10725.25,10863.54,11199.49,11272.57,0.0,1500.06,799.85,699.82,599.94,600.11,10724.83,0.07
644,2,1,3,130000,39,1,2,2,2,0,-1,4867.84,3189.62,4633.57,2946.48,1473.26,778.9,0.0,2945.76,0.0,0.0,780.18,0.42,2981.5,0.21
645,2,1,2,100000,37,-2,-2,-2,-2,-2,-2,14394.43,35392.56,19999.04,0.0,0.0,0.0,36290.81,19999.85,0.02,0.03,0.07,0.11,11631.0,0.81
646,1,1,2,330000,39,1,-1,-1,-1,2,-1,0.78,1380.37,0.04,403.58,404.56,24419.87,1380.08,0.0,404.08,0.26,24419.99,479.84,4434.67,1.0
647,1,1,2,20000,34,0,0,0,2,3,2,6826.58,7760.29,9617.87,10313.17,9862.51,9558.96,1199.98,2000.4,999.71,0.0,0.0,508.29,8989.67,0.09
648,2,1,2,20000,23,2,2,2,2,4,3,18493.91,20193.87,18879.46,22214.35,20638.43,19343.01,2999.89,0.31,4613.04,0.0,0.19,0.04,19960.67,0.06
649,1,1,2,170000,39,-1,-1,-1,2,-1,-1,2947.5,4132.95,3965.7,592.22,863.26,1738.96,4133.93,3967.18,0.0,863.91,1738.31,1787.89,2373.33,0.88
650,2,0,3,80000,42,0,0,2,0,0,0,11204.03,17588.04,17405.13,20207.71,23307.29,26405.31,6921.91,441.08,3449.7,3541.12,3545.04,3649.22,19352.83,0.19
651,1,1,2,20000,42,0,0,0,0,0,0,19184.81,18621.51,19605.09,19716.45,19203.12,19871.2,1323.04,1307.3,690.93,705.12,995.22,721.75,19367.0,0.05
652,1,0,1,170000,39,2,2,2,2,4,3,74299.37,80072.24,81957.76,89991.58,88017.8,86298.85,7000.11,3800.01,10000.07,0.16,0.09,3099.9,83439.67,0.05
653,2,0,2,50000,34,0,0,2,0,0,0,46413.93,50056.51,49072.23,49723.72,19801.08,14301.93,4729.01,85.38,2198.19,1197.8,599.92,999.84,38227.83,0.04
654,2,0,2,10000,22,0,0,0,0,0,0,9356.47,7925.93,9310.26,9500.31,9701.02,9998.99,1216.06,2799.48,190.22,200.31,299.79,0.0,9299.0,0.08
655,2,1,5,200000,34,-1,-1,-1,-1,-1,-1,13942.8,8943.65,1662.48,2552.62,1976.6,3175.74,8963.98,1662.08,2552.79,1976.71,3175.11,1803.84,5375.5,0.62
656,1,0,2,500000,50,0,0,0,0,0,0,265802.92,246770.22,223988.16,223231.91,219158.46,212237.03,16769.88,13988.78,33231.95,29695.02,32837.99,38769.64,231864.83,0.12
657,1,1,2,50000,48,0,0,0,0,0,0,48573.14,45066.65,46490.99,47368.17,7988.7,8010.62,2027.92,2452.69,2329.09,431.05,300.11,500.16,33916.33,0.04
658,2,0,3,200000,33,-2,-2,-2,-2,-2,-2,654.59,270.64,880.07,0.76,0.01,0.03,270.16,880.02,0.22,0.06,0.08,0.0,300.83,0.64
659,2,0,2,190000,36,0,0,0,0,0,0,58107.33,60171.76,62206.98,63611.12,65421.84,67333.29,3000.2,3034.47,2438.79,2999.89,3000.11,2999.85,62808.83,0.05
660,1,0,2,30000,36,0,0,4,3,2,2,22261.03,28082.32,27370.45,26645.13,25918.55,27533.5,6199.82,0.1,0.0,0.0,2037.95,1267.95,26302.33,0.06
661,1,0,2,80000,60,2,2,2,2,2,2,48461.88,49484.07,50373.03,51245.63,52279.33,53068.77,2100.23,2000.42,1999.73,2000.12,1799.93,1000.08,50818.83,0.04
662,2,1,2,80000,26,0,0,0,0,0,0,35219.22,38214.6,38598.0,40559.7,40968.75,42321.36,3999.8,5389.84,3000.18,1452.91,2000.06,1676.79,39313.67,0.07
663,1,0,3,50000,35,0,0,2,0,0,2,35214.79,37303.87,34789.13,8670.37,9550.94,8741.3,3899.87,1.94,500.41,1000.26,0.0,500.07,22378.33,0.04
664,2,0,3,130000,30,0,0,0,-1,-1,-1,29344.34,3267.58,6186.26,699.53,1679.53,0.2,1107.19,3024.8,707.09,1680.18,0.04,0.0,6863.0,0.16
665,1,0,2,90000,39,0,0,0,0,0,0,20611.04,21956.76,23280.13,23811.41,24376.56,24821.28,1675.96,2000.26,1219.75,1100.15,999.89,1100.17,23143.0,0.06
666,1,1,2,80000,41,0,0,0,0,0,0,52564.01,53682.61,56892.88,59020.31,117568.62,72868.73,1963.23,4120.26,3069.08,2214.88,30000.03,2999.94,68766.0,0.11
667,1,1,2,90000,55,0,-1,-1,-1,-1,-1,14998.99,1054.47,0.0,2319.94,1284.33,1132.7,1055.09,0.09,2500.03,2000.02,1131.79,1110.03,3435.5,0.38
668,2,0,1,360000,28,-2,-2,-2,-2,-2,-2,0.0,0.0,0.75,0.21,0.0,0.68,0.21,0.1,0.0,0.0,0.03,0.06,0.0,0.0
669,1,1,3,50000,50,0,0,0,0,0,0,12163.1,13474.65,14196.43,15206.57,15508.46,15834.22,1520.77,1243.39,1253.08,555.38,575.03,578.92,14397.67,0.07
670,1,1,1,290000,40,0,0,0,0,0,0,192431.76,192512.49,193999.71,157499.4,147149.98,146934.79,7999.72,9008.28,5999.93,5000.25,5200.16,5099.74,171754.83,0.04
671,2,0,1,220000,31,0,0,2,2,2,2,119810.11,129821.08,126310.55,151588.5,147655.53,157276.42,11999.83,0.0,27499.86,0.04,12000.02,0.0,138743.67,0.06
