Customer_ID,marriage,sex,education,LIMIT_BAL,age,pay_0,pay_2,pay_3,pay_4,pay_5,pay_6,Bill_amt1,Bill_amt2,Bill_amt3,Bill_amt4,Bill_amt5,Bill_amt6,pay_amt1,pay_amt2,pay_amt3,pay_amt4,pay_amt5,pay_amt6,AVG_Bill_amt,PAY_TO_BILL_ratio,next_month_default
6852,1,1,5,320000,46,-2,-2,-2,-2,-2,-2,17849.99,5148.73,16615.02,2913.41,695.79,741.33,5149.1,16653.8,2914.21,696.05,739.79,6498.01,7327.17,0.74,0
6853,2,1,5,20000,37,0,0,0,0,0,0,6723.68,7842.22,10600.17,18660.29,7060.58,0.03,2000.07,3000.03,8060.03,0,0.13,0,8481.33,0.26,0
6854,2,0,1,360000,32,0,0,0,0,0,0,26833.71,23625.44,20572,15423.81,15000.22,14916.65,1721.91,2635.81,1006.04,1002.89,1010.92,2003,19395.17,0.08,0
6855,1,1,3,80000,52,2,2,3,3,3,2,36649.71,39448.77,40100.49,40748.46,39817.29,40606.14,3699.87,1600.28,1600.07,0.18,1599.88,1599.64,39561.5,0.04,1
6856,1,0,1,30000,38,0,0,2,0,0,0,27429.47,29084.81,29281.64,29269.03,29078.39,28651.77,2402.87,1199.96,587.77,588.27,574.18,0,28799.33,0.03,0
6857,1,1,2,250000,38,0,0,0,0,0,0,255571.03,250001.79,253610.01,234205.12,238891.39,252562.96,10604.86,9327.3,8361.99,8999.84,18243.87,0.15,247473.83,0.04,0
6858,2,1,2,250000,24,-1,-1,-1,0,0,-1,955.76,1339.46,2616.11,1816.33,975.58,1140.12,1338.97,2616.92,0,0.29,1140.9,1719.77,1474.17,0.77,1
6859,1,1,2,210000,38,-1,-1,-1,0,0,-1,4991.17,551.71,33657.62,42549.94,51799.16,2294.6,551.09,33658.1,10550.76,10000.19,2294.84,2295.26,22641,0.44,0
6860,1,0,2,20000,27,0,0,0,3,2,0,6598.51,9315.47,19067.1,18472.08,18037.08,18486.57,3000.28,9999.89,0.11,0.11,900,2000.18,14996.17,0.18,0
6861,1,0,1,160000,31,-1,-1,-1,-1,-1,-1,24464.63,7747.59,17002.73,17170.73,14685.02,4327.2,7750.7,17015.77,17184.93,14685.04,4328.29,5827.1,14232.83,0.78,0
6862,2,1,1,410000,28,-2,-2,-2,-2,-2,-2,5185.52,3449.04,2299.06,0.83,149.93,150.01,3476.13,2299.87,0.35,150.1,150.09,988.8,1872.17,0.63,0
6863,1,0,1,350000,34,0,0,0,0,0,0,120197.1,122479.34,82329.27,85253.03,76221.77,67242.95,5900.01,3300.16,4088.91,3000.08,2399.88,2550.86,92287.33,0.04,0
6864,1,1,1,240000,33,-2,-2,-1,0,-1,-1,9187.31,4739.66,5240.23,7795.48,3770.63,1891.01,5005.02,5239.8,4101.11,3771.02,1891.1,46437.7,5437.33,2.04,0
6865,2,1,1,170000,26,0,0,0,0,0,0,22138.63,23226.08,18894.49,7695.38,4777.17,3516.62,1807.84,1053.8,206.78,151.04,146.94,99.57,13374.67,0.04,0
6866,2,1,1,460000,32,-2,-2,-2,-2,-2,-2,13377.06,12775.92,8364.22,20465.19,13714.11,38088.95,12840.07,8403.04,20552.05,13777.76,38266.07,25004.96,17797.67,1.11,0
6867,2,1,2,80000,26,3,2,2,2,2,2,45087.67,46039.96,46999.16,47929.78,46860.27,51930.72,2000.12,2000.3,1999.95,0.18,6000.21,0.01,47474.33,0.04,1
6868,2,0,2,70000,26,0,0,0,0,0,2,65329.65,64584.8,63600.29,60539.76,26890.51,18922.56,2999.98,4000.37,2000.11,4029.89,0,1000.07,49977.67,0.05,0
6869,1,1,1,450000,49,-2,-2,-2,-2,-2,-2,0.17,0,0.66,0.61,0,0,0,0.02,0,0.07,0,0.01,0,0,0
6870,2,1,1,100000,30,0,0,0,0,0,0,89241.88,91067.17,93409.49,95055.84,75688.21,77328.55,4200.21,4700.08,4500.01,3000.35,2899.85,2900.94,86965.33,0.04,0
6871,1,1,1,30000,37,0,0,0,0,0,0,7978.24,8302.28,9154.88,8982.82,8140.63,6421.5,1149.06,1191.33,1078.98,239.05,209.19,205.85,8163.67,0.08,0
6872,1,1,1,230000,31,0,0,0,0,0,0,15703.19,11951.12,13442.54,16164.23,9908.27,9591.83,2000.26,1999.92,3417.96,0.01,0.05,0.34,12793.67,0.1,0
6873,2,0,2,30000,39,2,3,2,2,2,3,26999.5,26286.01,26556.41,26818.86,29424.38,28661.38,0.13,1000.08,999.88,3200.02,0.08,0,27457.83,0.03,0
6874,1,0,2,180000,46,-2,-2,-2,-2,-2,-2,389.77,3181.65,780.35,0.08,0.13,0.16,3181.84,780.13,0,0.32,0,0.06,725.33,0.91,1
6875,2,1,2,170000,38,0,0,0,0,2,2,86401.01,88990.6,91570.83,94045.65,97965.02,101175.46,3990.93,4071.07,4000.09,5599.88,5000.14,3999.84,93358.17,0.05,0
6876,1,0,4,490000,51,-1,-1,-1,-1,-1,2,4771.01,16917.02,738.7,0,5132.66,2724.4,17143.12,741.88,0,5143.18,13.18,5743.75,5045.17,0.95,0
6877,2,0,1,20000,33,0,0,0,0,0,0,17592.88,38477.24,19702.69,19697.06,17302.3,1554.17,1472.01,1399.74,393.83,346,30.78,0,19054.67,0.03,0
6878,1,1,1,250000,43,-1,-1,2,-1,-1,-1,1042.5,6853.75,3774.67,4508.11,2916.19,4969.18,6853.68,0,4507.93,2916.14,4968.94,0,4010.33,0.8,0
6879,1,1,1,240000,55,-1,0,0,-2,-2,-1,80197.88,82298.72,0.47,0.47,0.09,21584.83,3899.69,0,0,0.08,21585.16,0,30680.67,0.14,0
6880,2,1,1,210000,31,-2,-2,-2,-2,-2,-2,0,0.94,4812.84,2995.13,14320.47,5193.53,0,4810.83,2994.15,14327.06,5193.01,2723.25,4553.17,1.1,0
6881,1,1,3,360000,44,-1,-1,-1,-1,-1,-1,2877.75,1851.99,2066.85,2184.96,9561.96,321.13,1860.78,2077.78,2360.87,9607.88,321.88,321.95,3144,0.88,0
6882,2,1,2,300000,30,-1,-1,-1,-1,2,-1,2185.67,0,288.77,707.56,161.25,7705.36,0,289.6,1209.09,0,7704.83,3797.7,1841.5,1.18,0
6883,2,1,2,440000,25,2,2,0,0,0,0,225416.32,220403.79,226732.29,231456.16,237706.51,243555.2,0.1,9999.9,9999.77,9999.79,10000.12,10000.09,230878.33,0.04,1
6884,2,1,1,220000,29,0,0,0,0,0,0,206878.54,211036.83,215139.55,218513.01,131660.8,134344.58,9100.08,8999.88,7886.87,4799.97,4900,6000.15,186262.33,0.04,1
6885,2,1,1,150000,32,0,0,0,0,0,0,83275.26,84220.32,77956.6,77682.59,52300.6,56222.9,3006.22,2999.9,1999.89,221.88,11170.06,4999.86,71942.67,0.06,0
6886,1,0,3,240000,43,0,0,0,0,0,0,191453.33,193548.48,190286.86,186770.23,180457.33,178722.29,8499.97,8299.83,7000.18,6999.79,6999.84,6499.73,186873.17,0.04,0
6887,1,0,3,250000,46,0,0,0,0,-1,0,55892.24,59152.21,20615.4,13896.29,79739.83,70096.74,21343.25,1237.81,1235.49,79788.06,2148.22,18253.05,49898.5,0.41,0
6888,2,0,2,200000,29,2,2,4,4,4,4,2499.35,2499.71,2499.72,2498.96,2501.24,2498.61,0.09,0.13,0,0,0.11,0,2500,0,1
6889,1,0,1,80000,46,0,0,0,0,0,0,39114.75,40175.93,39681.02,29212.76,25355.99,22723.07,1999.98,2490.15,1522.11,1100.06,960.19,988.08,32710.67,0.05,0
6890,2,0,1,60000,27,0,0,0,0,0,0,57752.95,59185.79,59000.71,27970.61,28618.18,29211.93,2959.99,1628.21,1002.28,1100,1099.96,922.11,43623.83,0.03,1
6891,1,0,1,140000,38,0,0,0,0,0,0,52684.54,46479.12,39948.98,30051.39,31123.8,32375.42,1691.64,2437.82,1464.16,2123.73,2374.97,1547.19,38777,0.05,0
6892,1,0,2,380000,38,0,0,0,0,0,0,365426.41,363266.18,372259.88,375423.04,359527.66,361201.05,14008.26,16999.88,13069.6,15000.19,12999.89,14000.09,366184.33,0.04,0
6893,2,1,2,320000,30,0,0,0,0,0,0,97541.6,99814.79,103699.28,106194.36,106946.06,109228.43,3899.92,5499.69,5700.05,3999.9,4000.11,3999.66,103904.33,0.04,0
6894,1,0,1,470000,37,0,0,0,0,0,0,134561.13,226497.81,165475.03,120643.73,119005.54,110779.82,150054.99,7046.33,10000.04,15029.02,15016.81,10023.06,146160.5,0.24,0
6895,1,1,2,130000,46,0,0,0,-2,-2,-2,125556.32,124899.88,0.31,0,0.75,0.48,2497.8,0.03,0.09,0.12,0.32,0,41742.83,0.01,0
6896,2,0,2,80000,30,0,0,0,-2,-2,-2,79813.73,82150.69,0,0,0.26,0,3749.89,0.27,0.18,0,0,0,26993.83,0.02,0
6897,2,0,3,30000,37,1,2,2,0,0,0,24094.79,24795.43,23721.84,24630.78,24934.46,25264.17,1398.17,0,1696.17,999.91,1500.22,499.88,24573.5,0.04,0
6898,2,0,3,80000,42,0,0,2,0,0,0,11204.03,17588.04,17405.13,20207.71,23307.29,26405.31,6921.91,441.08,3449.7,3541.12,3545.04,3649.22,19352.83,0.19,0
6899,2,1,2,20000,46,0,0,0,0,0,0,15716.33,16724.29,18051.78,18759.01,19132.08,19684.46,1275.87,1603.2,1311.19,683.93,859.97,874.08,18011.17,0.06,0
6900,2,0,1,200000,30,-1,-1,-2,-1,0,0,8984.04,246.68,6015.64,34313.56,23403.21,0,805.37,6144.35,34418.13,229.95,1838.88,0.18,11854.17,0.61,0
6901,2,0,2,60000,26,0,0,0,0,0,0,38813.97,40170.87,37273.42,30203.09,30808.79,33323.19,2023.11,1491.42,2000.07,1092.07,2999.77,1352.87,35099.17,0.05,0
6902,1,0,2,50000,26,0,0,-2,-1,-1,0,102800.81,0.33,0.28,2624.1,45566.48,46556.61,0.13,0.12,2624.13,45567.18,1746.95,2000.2,32924.67,0.26,0
6903,2,1,1,360000,27,0,0,0,0,0,0,297275.79,307394.53,314534.4,289355.2,274483.54,247997.85,19999.85,15000.06,19355.16,10000.02,10000.14,10000.02,288506.67,0.05,0
6904,1,1,2,50000,37,0,0,0,0,0,0,48890.73,49083.62,48101.69,91452.52,9550.5,9746.21,1786.95,2247.22,1899.7,381.86,194.9,198.82,42804,0.03,0
6905,2,1,2,110000,31,0,0,0,0,0,0,98005.77,93978.02,93065.83,88821.92,78145.02,78168.22,4300.17,4295.39,3000.04,2887.14,2999.98,3033.98,88364.33,0.04,0
6906,2,1,1,90000,29,0,0,0,0,0,0,84515.46,85776.4,86777.77,79423.73,78954.81,45916.42,4200.29,4000.28,3099.94,2000.05,3000.11,2999.89,76894.17,0.04,0
6907,1,0,1,20000,35,2,2,2,-1,0,0,20547.75,17089.25,15822.98,17840.66,18139.77,0,1250.17,0,30000.01,499.64,0,0.19,14906.67,0.35,1
6908,2,1,1,80000,25,2,0,0,0,0,0,69612.76,68836.42,69713.68,57317.55,46919.83,41073.05,3237.78,3103.32,2999.99,1800.05,1500,1699.67,58912.5,0.04,1
6909,1,1,1,310000,38,1,-2,-2,-2,-2,-1,0.12,0.83,0,0,0.65,69.01,0.11,0,0.04,0,68.9,500.1,11.5,8.25,1
6910,2,1,1,310000,25,0,0,0,0,0,0,140484.13,141795.92,145124.93,148387.64,152131.57,155886.64,4000.13,4499.82,4499.66,4999.85,4999.76,5000,147301.83,0.03,0
6911,1,1,3,360000,38,1,2,2,0,0,0,29772.96,24396.15,22285.32,21358.19,21581.1,16064.78,2000.08,0.05,687.22,3864.04,1064.8,11499.85,22576.33,0.14,0
6912,2,1,3,80000,51,0,0,0,0,0,0,77499.23,77837.56,77789.62,80527.79,23566.84,25170.93,2999.76,3012.89,3999.84,1999.81,2000.42,2000.08,60398.83,0.04,0
6913,1,1,2,110000,46,0,0,0,0,0,0,110950.69,111750.04,111227.08,110848.34,110575.46,110394.19,4087.9,3911.97,3887.77,3975.1,4161.92,3945.12,110957.5,0.04,1
6914,3,0,2,150000,25,-1,-1,-1,0,0,0,1179.53,7667.58,9043.48,8396.56,6762.99,0.62,7705.09,9047.29,7.9,32.9,0.11,0,5508.5,0.51,1
6915,2,1,1,210000,26,0,0,0,0,0,0,129882.1,131989.76,134514.61,134141.27,137667.58,126127.09,6000.15,5999.99,2999.97,4999.79,4999.9,3000.14,132387.17,0.04,0
6916,2,1,2,380000,30,0,0,0,0,0,0,305489.62,299640.57,256345.3,258937.29,228387,203929.33,11687.15,12159.83,12434.06,8650.81,8530.7,6973.84,258788.17,0.04,0
6917,2,0,2,80000,25,3,2,0,0,-1,-1,79976.97,78092.78,80287.73,82151.4,319.14,84.89,0.15,3456.02,3750.08,318.93,84.66,322.01,53485,0.02,0
6918,1,0,2,130000,42,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0.01,0,0,0.01,999.84,-52,-3.21,1
6919,2,1,1,70000,27,0,0,0,0,0,0,70844.13,64697.13,65455.48,66246.09,65230.54,66685.19,2999.97,2399.96,3000.1,2400.05,2499.79,2500.08,66526.33,0.04,0
6920,2,0,1,410000,29,0,0,0,0,0,0,53628.93,50358.18,44597.18,44016.45,38727.02,36539.74,3037.04,3015.51,3548.96,5029.16,4324.95,6028.79,44644.67,0.09,0
6921,2,0,2,30000,26,1,2,2,2,2,2,17988.74,17416.51,19806.55,20186.57,19723.31,22225.43,0.06,2999.95,1000.07,0,3000.34,0,19558.17,0.06,1
6922,1,0,1,60000,34,0,0,0,0,0,0,37748.26,38785.43,39804.62,40837.49,41783.39,42689.28,1948.05,1965.9,2000.03,1599.86,1600.1,1600.24,40274.33,0.04,0
6923,1,0,1,500000,57,-2,-2,-2,-2,-2,-2,18725.97,29913.34,8340.19,16562.15,15661.92,28935.44,29914.16,8340.01,16561.02,15700.76,28935.04,9999.89,19689.67,0.93,0
6924,1,1,2,80000,39,0,0,0,0,0,-1,8755.82,13290.27,11244.18,13443.01,6782.56,225.95,5000.02,5000,2999.96,1999.6,225.81,0.05,8956.83,0.28,0
6925,1,1,2,130000,50,-1,-1,-1,-1,-1,-1,1503.34,1025.06,2171.55,836.42,835.08,0.03,1026.94,2171.52,836.42,836.1,0,2507.94,1062.5,1.16,0
6926,1,1,2,220000,41,2,0,0,2,0,0,27093.8,27817.79,30363.22,29578.57,48933.37,97186.91,1464.79,3009.21,0.21,19999.97,49999.78,1240.24,43495.83,0.29,0
6927,2,0,1,50000,26,0,0,0,0,0,0,12571.22,13656.46,15406.92,17127.01,17569.98,18161.63,1599.79,2279.68,2000.26,1000.01,999.96,2000.02,15748.67,0.1,0
6928,2,0,1,290000,44,-2,-2,-2,-2,-2,-2,0.47,0,0,0.62,0.31,0,0.02,0,0.33,0,0.44,0.33,0,0,0
6929,1,0,2,420000,24,0,0,0,0,0,0,392639.73,397332.3,376317.61,214062.09,164002.24,162836.37,16116.98,20515.96,7091.74,6018.93,4636.05,5569.87,284531.5,0.04,0
6930,1,1,2,100000,42,1,-2,-2,-1,-1,-1,0.73,0.77,0.17,1053.1,1229.77,1054.2,0,0.33,1053.91,1230.2,1054.06,1054.28,556.33,1.32,0
6931,2,1,1,500000,37,-1,-1,-1,-1,-1,-1,6364.21,1625.55,518.18,0.67,1449.63,2668.02,1624.86,516.82,0.25,1449.76,2668.05,1479.86,2104,0.61,0
6932,1,0,1,100000,52,1,2,2,2,0,0,21508.27,20877.09,24121.7,23438.5,28843.44,31352.34,0,3599.96,0,5999.89,3000.04,0,25024,0.08,1
6933,1,1,2,60000,33,0,0,0,0,0,0,57810.34,56188.93,58281.83,59386.28,57791.84,59009.46,2100.22,3000.1,2799.74,2000.16,1999.92,2199.81,58078.17,0.04,0
6934,2,0,3,20000,59,1,2,2,4,3,2,19073.58,18482.89,20329.28,19616.41,19303.08,1013.55,0,2300.09,0,0.15,0.16,2821.02,16302.83,0.05,1
6935,1,1,2,190000,29,-2,-2,-2,-2,-2,-2,0,0,0.53,0.45,0.03,0,0.12,0,0.06,0,0.07,0,0,0,0
6936,1,1,3,20000,50,2,0,0,0,0,0,15887.45,16895.3,18379.23,19020.16,18619.92,19000.86,1275.05,1759.23,1400.03,0,379.91,0,17966.83,0.04,1
6937,2,1,1,500000,27,-1,-1,-1,-2,-2,-1,33298.41,60856.54,26323.44,26091.81,9558.18,4241.62,60956.89,27056.04,26096.19,9604.9,4242.31,929.87,26728.5,0.8,0
6938,1,1,2,120000,26,0,0,0,0,0,0,4316.3,5239.07,5282.9,5443.65,6413.02,5120.8,1999.98,1000.22,999.89,999.89,1825.05,1272.09,5302.83,0.25,0
6939,1,1,2,120000,33,0,0,0,0,0,0,46640.84,50864.47,54400.41,57872.6,61916.25,63879.38,4999.8,5000.17,4999.82,4999.86,3000.11,2999.8,55929.33,0.08,0
6940,1,1,3,30000,26,3,2,2,2,2,2,8894.55,8600.82,10862.81,11485.72,11006.6,12269.19,0,2405.41,1100.14,0.14,1600,0.03,10519.5,0.08,1
6941,2,1,2,20000,49,1,2,2,2,0,0,18718.85,18132.31,19529.63,18950.82,16510.22,19385.36,0,3000.42,0.03,999.96,3000.35,1999.8,18537.67,0.08,1
6942,1,1,2,50000,42,0,0,0,0,0,0,38514.91,28605.39,28089.35,27864.4,27172.74,27456.33,1753.92,1499.74,1500.19,999.84,1100.1,1208.14,29617.17,0.05,0
6943,2,1,1,180000,27,1,-1,-1,-1,-1,-1,0.32,2037.9,2000.14,3918,710.84,6760.56,2038.96,1999.86,3918.23,709.96,6761.05,3076.92,2571.33,1.2,0
6944,2,1,1,210000,33,1,-2,-2,-1,-1,-1,0.63,0.23,0.96,25477.53,9484.66,0.3,0,0,25477.9,9485.24,0.13,0,5827.17,1,0
6945,2,0,1,70000,28,0,0,0,0,0,0,19728.22,16924.31,10074.95,33078.85,23188.34,20938.07,8000.07,2000.09,30000.47,5000.11,19999.99,25000.23,20655.17,0.73,0
6946,1,1,2,260000,56,0,0,-2,-2,-1,0,2338.75,0.51,0,0,57.46,1057.65,0,0,0,58.12,1000.22,1000.08,575.67,0.6,0
6947,2,0,1,310000,32,0,0,0,0,0,0,59901.25,62146.22,62101.29,65875.03,60387.81,43328.21,10020.06,6031.38,10057.08,5027.92,5059.84,4222.92,58956.67,0.11,0
6948,2,0,2,20000,28,0,0,0,2,2,2,6865.68,8246.72,10102.17,9790.59,10631.8,10311.99,1500.2,2000.25,0,1000.22,0.02,1000.21,9324.5,0.1,0
6949,2,0,2,100000,29,0,0,0,0,0,0,70878.38,72752.48,58790.11,53091.1,55228.8,57143.94,3100.04,2640,1999.88,3000.11,2999.88,3000.15,61314,0.05,1
6950,1,1,3,320000,39,-1,-1,-1,-1,-1,0,3064.58,41678.14,8275.16,8274.94,7607.33,14611.84,41679.09,8343.88,8274.99,7606.14,10000.25,11010.06,13918.5,1.04,0
6951,2,1,2,20000,40,0,0,0,0,0,0,6689.67,7723.18,8729.44,8935.45,8993.85,9244.52,1299.94,1294.13,500,350.14,400.06,399.72,8386,0.08,0
6952,2,0,1,140000,30,-1,-1,-1,-1,-1,-1,1749.89,1003.47,0.59,439.56,1366.56,890.72,1002.79,0,439.85,1367.04,890.07,0.24,908.33,0.68,0
6953,1,0,2,360000,56,-1,-1,-1,-1,-1,-1,750.57,1223.6,3206.89,289.93,951.06,2940.39,1235.63,3537.23,290.99,951.16,2941.25,291.15,1560.5,0.99,0
6954,1,0,3,230000,53,-1,-1,-1,-1,-1,-1,2149.27,9412.22,6019.88,18468.58,9664.6,28100.18,9413.01,6160.61,18468.22,9664.93,28099.98,3480.23,12302.67,1.02,0
6955,2,1,1,180000,28,-2,-2,-2,-2,-2,-2,583.86,1132.84,571.18,802.11,914.83,1188.72,1133.22,571.8,802.74,915.91,1188.79,374.99,866.17,0.96,0
6956,1,1,1,200000,29,0,0,0,0,0,2,21326.58,30927.18,124497.61,126854.58,139660.54,145454.88,9999.96,95000.21,4551.84,15001.87,8000.08,0,98120,0.23,0
6957,1,0,3,30000,51,0,0,0,0,0,-2,13386.21,13218.54,14452,15523.88,0,0.09,1218.05,1453.19,1525.19,0,0.12,0.31,9430.33,0.07,0
6958,2,1,1,50000,22,0,0,0,0,0,0,49459.76,49282.11,50070.99,10103.42,9208.26,10073.94,2300.18,2000.11,1000.15,499.89,1000,499.86,29699.67,0.04,0
6959,1,0,2,700000,50,-2,-2,-2,-2,-2,-2,3528.46,2017.04,2131.44,5747.23,732.89,2913.15,2024.06,2131.16,5750.32,733.02,2917.19,2131.17,2844.83,0.92,0
6960,1,1,3,180000,41,-1,-1,-1,-1,-2,-1,3599.63,5183.52,5719.01,0,0.47,7631.7,5184.24,5718.98,0.05,0,7632.13,0.32,3689.17,0.84,0
6961,1,0,2,180000,38,1,2,2,0,0,0,2825.5,4611.67,4571.44,5071.02,5194.79,0,1999.99,200.26,499.91,124.13,0,0,3712.5,0.13,1
6962,2,1,1,120000,26,-2,-2,-2,-2,-2,-2,315.03,315.62,316.48,316.12,316.51,315.02,315.82,316.24,315.75,315.99,315.92,1843.96,316,1.81,0
6963,2,0,1,220000,38,1,2,-1,-1,0,-1,7311.14,5590.08,1065.95,2403.72,1338.18,19082.2,0.17,1065.94,2404.05,0.08,19081.77,4421,6131.83,0.73,0
6964,2,0,2,80000,24,0,0,0,0,0,0,35925.55,32811.53,22638.47,18804.98,6058.31,0.72,5040.87,4237.4,5050.95,3118.17,0.08,0.05,19373.33,0.15,0
6965,1,0,1,190000,44,-1,-1,2,2,-2,-2,231.33,3420.37,3188.65,0.28,1.1,0,3189.72,0.09,0,0,0.09,0,1140.33,0.47,0
6966,2,1,1,320000,30,-1,-1,-1,-1,-1,-2,9644.65,13437.66,14834.09,1919.29,10516.21,10349.83,13441.66,14837.93,1920.06,10516.14,10350.1,43982.1,10117.17,1.57,0
6967,2,0,3,30000,46,6,5,4,3,2,0,33135.27,32350.93,31397.75,30321.52,29999.87,28960.98,0.1,0.32,0.08,0,4999.83,0,31027.33,0.03,0
6968,1,0,1,500000,43,-1,-1,-1,-1,0,-1,4126.03,5839.31,4464.5,8722.02,4137.71,4122.83,5864.09,4465.13,8724.11,0.02,4122.95,7124.02,5235.17,0.96,0
6969,1,0,3,80000,29,0,0,0,0,0,0,42488.19,43805.11,45126.71,45776.27,48032.69,56980.12,2000.25,2051.5,1700.13,2999.85,9999.92,2200.03,47034.67,0.07,0
6970,2,0,2,20000,25,-2,-2,-2,-2,-2,-2,1.3,0,0,0,0.55,0.47,0,0.11,0,0,0.27,0,0,0,0
6971,2,1,2,200000,33,0,0,0,0,0,0,194281.91,196484.36,197596.69,152670.09,134646.35,141556.31,7519.78,6700.11,5130.04,4799.94,9000.2,5149.71,169539.5,0.04,0
6972,2,1,1,120000,27,-1,-1,-2,-2,-2,-2,932.52,0.58,0,0,0,0,0,0,0.06,0.09,0.01,0,155.67,0,1
6973,1,0,2,200000,51,-1,-1,-1,-1,-1,-1,1690.28,1.51,396.21,793.57,0.18,395.43,0.2,396.3,792.08,0,396.12,792.06,545.67,0.73,1
6974,1,0,2,300000,41,0,0,0,0,0,0,163033.56,140472.08,96233.93,64482.55,100557.69,76055.39,5504.95,5000.17,3000.01,95000.02,4000.06,3500.39,106805.83,0.18,0
6975,2,0,2,10000,33,0,0,0,0,0,0,8177.36,9131.02,9668.8,7624.81,8048.74,6855.83,2500.16,1145.07,999.98,1000.27,1000.09,1499.96,8251.17,0.16,0
6976,1,0,1,460000,37,2,0,0,0,0,0,7120.13,7954.57,8641.35,9149.99,9702.46,9753.04,1272.99,1287.83,1123.25,999.8,501.89,2999.98,8720.17,0.16,0
6977,2,0,3,20000,23,-1,0,0,0,0,0,9525.44,16977.68,18544.62,18846.24,18066.49,17463.08,8000.12,2000.08,900.09,0.09,1000.13,0,16570.5,0.12,0
6978,2,0,1,30000,36,2,0,0,0,0,0,24796.74,26087.49,27031.94,26722.75,23143.46,17105.98,2000.13,1804.03,2013.96,1520.95,1203.66,1499.93,24148,0.07,1
6979,2,0,2,110000,29,1,2,2,2,0,0,83687.7,85360.1,86274.89,84001.84,85897.16,88759.05,3899.98,3200.23,0.19,3399.87,4500.17,2600.06,85663,0.03,0
6980,2,1,2,100000,25,0,0,0,-1,-1,-1,8791.19,4910.16,0.21,673.86,0,980.4,1000.09,0,674.11,0.12,979.89,4412.93,2559.17,0.46,0
6981,1,1,3,150000,58,-2,-2,-2,-2,-2,-2,42217.55,44827.56,0,0,69761.39,71591.39,4827.9,0,0.1,77534.02,2991.05,4509.1,35475.83,0.42,0
6982,1,0,1,140000,56,-1,-1,-1,-1,-1,-1,1862.48,7464.14,1743.85,1700.12,1699.49,4584.1,7465.04,1743.78,1699.92,1700.06,4584.15,1550.08,3175.83,0.98,0
6983,2,1,2,180000,33,-1,-1,-1,0,-1,-1,6314.09,1794.57,1189.5,1078.72,660.45,90.26,1795.12,1190.06,0,659.2,89.85,8855.83,1854.5,1.13,0
6984,2,1,2,160000,27,1,-2,-1,0,0,-2,0.59,0.92,6204.69,6203.84,0,0.54,0,6203.78,0,0.1,0,0.03,2068,0.5,0
6985,1,1,2,220000,52,-1,-1,-2,-2,-2,-2,20209.43,5182.08,3627.6,2963.68,2255.85,0,5208.76,3648.84,2977.19,2267.29,0,0,5686.33,0.41,0
6986,1,1,2,160000,37,-1,-1,-1,-1,-1,-2,879.87,1600.53,840.47,839.27,0,0.55,1602.06,839.83,840.1,0.15,0.01,7735.95,693.67,2.65,0
6987,2,1,2,140000,26,0,0,0,0,0,0,54869.16,56983.58,59151.73,67287.81,71675.02,31374.86,2999.97,3999.71,9500.12,4999.65,2000.04,1400.1,56889.83,0.07,0
6988,2,0,1,160000,30,-1,-1,-2,-2,-2,-1,30264.47,0,0,0,0,0,130.99,396.07,395.69,564.82,792.23,0,4218.67,0.09,0
6989,2,1,1,500000,34,-1,-1,-1,-1,0,-1,4677.08,6186.8,4775.6,31188.49,5827.75,3636.39,6186.76,4774.94,31187.83,0,4119.02,7389.77,9381.83,0.95,0
6990,1,1,2,80000,53,0,0,0,0,0,0,31332.44,32365,33379.26,34042.38,34755.89,35447.65,1541,1556.05,1218.87,1262.31,1270.02,1313.93,33554.17,0.04,0
6991,2,1,1,250000,39,-1,-1,-1,2,2,2,12369.34,1741.63,40291.28,39600.23,21304.13,1184.06,1742.25,39599.67,6.95,1185.05,0.07,54416.13,19415.17,0.83,0
6992,1,1,2,220000,41,-2,-2,-2,-2,-2,-2,24433.53,2132.62,36010.14,1049.83,9522.57,2340.64,2141.85,36204.23,1054.93,9568.74,6995.01,491.96,12581.33,0.75,0
6993,1,1,3,30000,48,1,-1,-1,-2,-2,-2,0,99.03,0,0.46,0.01,0.24,199.84,0.03,0.01,0.03,0.14,0,0,0,0
6994,2,0,1,140000,36,2,0,0,0,0,0,75383.2,74176.66,65336.76,53578.31,49287.77,43869.67,4000.21,3999.78,3500.04,1999.96,2500.02,1799.86,60272.17,0.05,1
6995,1,1,2,200000,32,1,-1,2,-1,2,2,0,164.53,164.26,2231.25,2047.52,4732.12,563.12,0,2249.87,0.19,2732.14,0.16,1489.5,0.62,0
6996,2,1,1,210000,28,-1,-1,-1,-1,-1,-1,5850.2,4389.74,3636.7,7488.95,2684.89,9447.58,4388.12,3638.01,7489.34,2684,9447.94,5841.03,5582.83,1,0
6997,2,0,2,60000,38,0,0,0,0,-2,-2,57775.31,51281.13,16299.01,0,0,0,1999.93,1042.96,0.01,0,0,17499.76,20871.83,0.16,1
6998,1,1,1,140000,56,3,2,2,3,3,3,449.3,449.41,449.19,449.26,1449.59,1149.7,0,0.28,0,999.91,0.29,0.03,733.33,0.23,1
6999,2,1,1,210000,25,-1,-1,-1,-1,-1,-1,388.94,389.29,389.39,389.86,389.6,778.73,389.88,390.43,390.1,390.3,780.15,1473.05,455,1.4,0
